start	end	text
7793	20824	dit is dumpert reten 72 met sony kwit daar is ie weer, sony kwit, high five blij dat ik er weer ben, ik ook
24027	24508	Kansje?
24548	26111	Nee, mooi.
26131	28856	Het is toch gewoon een leerling die een presentatie houdt.
28876	30519	Ik zeg je, zij kan toch best wel dertig zijn ofzo?
30580	41380	Nee, maar de manier waarop zij voor die klas staat, of ze is een leerrest, dit is de eerste week ofzo, want ze staat echt heel onwendig met de handen en ze kijkt ook schijn naar beneden.
41400	44326	Ze staat niet voor de klas als iemand die elke dag voor de klas staat.
44346	45428	Die heeft toch een andere houding.
45488	47031	Waarom moet je dit nou weer kapot maken?
47483	62674	dit is duidelijk wel, gelet op de views en de kudos dit is duidelijk wel iets wat de fantasie van onze reageurders
62654	67941	Ja, tuurlijk, lekker wijf voor de klas, dat is een soort oerfetish is dat.
68001	70023	Ik wil nu eigenlijk op zich wel weten wat ze lesgeeft.
70043	73628	Ik bedoel, als bijvoorbeeld lerares Duits is, dat verandert de zaak toch wel wat anders.
73648	77953	Als ze nu daar gewoon zo'n vet Duits accent... Jawoll!
77993	82839	Als ze daar in het Duits staat te snouwen inderdaad, van ik doe, ik, ik.
82959	84561	Ja, daar houd ik mijn kennis op.
84541	106313	maar dat, dan is het toch ineens een heel anders verhaal mensen die hun jasje gewoon op de stoel pleuren in plaats van hem netjes over de leuning heen te hangen daar heb ik echt een scheitekel aan, een reet blonde vrouwen met grote borsten en strakke jurkjes ik zeg niet eens wat nog ga door, een reet
108655	112580	Ik had een grizzly met twee muren.
112620	116866	Ze kwamen op me van ongeveer 80 jaar.
116886	118128	En ik heb ze met baarspray uitgespray.
118148	119590	Er is zoiets als baarspray?
119650	120110	Nou, zeker.
121873	123054	Het is geen mug.
123074	127781	Mijn arm... Piezen van spullen hangen eruit.
127801	129102	Ik weet niet wat er in zit.
129143	132127	Ja, er stak een stuk bot uit, dus ik denk ook wel dat die gebroken is, ja.
132147	134730	Ze heeft mijn hoofd goed, ik weet niet wat er onder mijn hat is.
135250	136011	mijn oor.
136051	138253	Zo zie je maar dat je toch ook wel leuke vlogs kan maken.
138293	138954	Zeker, ja.
138974	142157	Die wat meer interessant zijn dan een nieuw soort lipstick.
142217	143899	Ja, dat key is gewoon ga wat doen.
143919	146421	Ga naar buiten, zorg dat er iets gebeurt.
146441	148864	Ik heb net drie miljoen gelopen en nu ga ik naar de hospital.
148884	154509	Moet jij nu, of ik, een van ons twee een grap maken over, dit is ook hoe het eruit ziet als je een ongestelde vrouw bent.
154529	158233	Als echt het bloed zo over je hoofd heen loopt dan is het tijd om te stoppen jongens.
158253	160195	De verspreiding werkt niet altijd.
160175	163159	Maar waarom zou je gaan vechten met een grizzlybeer?
163179	164802	Dat is wel mijn eerste vraag.
164862	166925	Ja, ik denk eerder dat het punt andersom was.
166945	169989	Dat hij ergens was en dat een grizzlybeer met hem begon te vechten.
170029	172372	Dat zeggen we nu al, maar misschien is het wel gewoon aandachtsoer.
173534	175116	Ja, dat is waar.
175196	179803	Ik zag Bear Grylls op een poster voor een christelijke orientatiecursus.
180560	183865	En dan stond erbij, dit is mijn grootste avontuur tot nu toe.
183945	184226	Wat?
184266	188773	De alfakursus, daar kun je zeg maar een soort... Pleutersneuken?
188793	192238	Nee, is een soort basisschoolniveau.
192258	193921	Christendom krijg je dan.
193941	194742	Peutersneuken?
194802	195944	She got my head good.
195984	197166	Dit was een leuk filmpje.
197186	198488	Mannen die onder het bloed zitten.
198568	199750	Altijd vijf reten.
199790	200611	Goede snoor.
200751	201913	Vier reten.
201933	206500	Ook de ME is inmiddels opgetrommeld om de opgevokte supportersgroepen uit elkaar te houden.
207239	208725	wat is het tweede handje?
208765	213465	Ja, het zal gewoon een saxofonist zijn of zo in het dagelijks leven.
213505	216658	Echt een zware Tilburgse belediging.
218680	221626	Zou deze man dit nou serieus bedoelen ook, of niet?
221686	223649	Want wat is de reactie die hij verwacht?
223689	224311	Wat verwacht hij?
224331	229600	Dat dan de tegenstander doet, hoehoehoe, eng, weet je wel?
229661	233588	Deze gozer heeft dus gewoon niet de capaciteit om twee handen onafhankelijk te bewegen.
233608	239018	Als één hand een beweging maakt, moet de andere hand ook die beweging maken, want anders dan trekt zijn hersens het niet.
239521	240703	naar wie doet hij het?
240763	243346	want ik fantaseer er nu even bij dat hij dit naar een kind doet.
243366	244728	Hij staat ook heel laag weet je wel.
244748	246390	Een heel klein Feyenoord supportertje.
246450	249374	Hij zit gewoon in een klein meisje van vijf uit te dagen.
249414	251737	Kom dan, kom dan!
251777	254441	Goed gedaan, goede handactie en ook die andere hand.
254481	255181	Top!
255222	256063	Vier reten.
256103	263993	Als Willem II supporters deze move, de volgende thuiswedstrijd, massaal tegelijkertijd in het stadion willen doen, krijgen jullie van ons vijf reten.
265525	277197	kruikzijkers zo, dat is een goede kick jongen, maar dat is lekker hoorde dat er bij of niet?
277257	293895	nee, dat hoorde er niet bij de beste vraag die je kan stellen op zo'n moment geborgen interviewer, geef hem een bloemetje shirt en hij is klaar stop nou eens met dat fucking bezuinig op het ggz mooie ridders met palen, vijf reten een, twee, drie
298988	310019	die gast gaat te bezem ook, die gaat hard, die gaat hard jongen er zijn iets mannelijkere manieren om van een fiets af te... maar hoe kan je nou zo dom zijn?
310079	328877	lulletje op de minst toere fiets weet je wel die andere gast zit op een stoere mountainbike en hij zit echt op de fiets van zijn moeder omdat hij van hem een lekker band heeft ja maar dit is wel grap want de enige manier hoe je hier nog onderuit komt is om je er niet voor te schamen gewoon zeg ja nee dat gebeurde het was fucking gênant en ik ga er nog heel lang om lachen hij gaat weer
330038	348570	als je ervoor kan zorgen dat straatemakers een fijne leuke dag hebben dan verdien je gewoon vier reten van mij het beste wat je kan doen, go straatemakers dit is overduidelijk de schuld van de vrouwenfiets, drie reten
348753	367048	er is zeg maar een fijn grens tussen iets dat gefilmd wordt en leuk is en iets helemaal doordenken in scène zetten en dan net doen alsof het allemaal heel leuk is en ze zijn volgens mij net aan de verkeerde kant terecht gekomen
374707	394960	ik vind het ook wel stigmatiserend om zebra-paden te maken speciaal voor homo's ik doe what's next weet je wel zebra-paden speciaal voor joden zebra-paden voor zigeuners weet je wel voor je het weet alle zebra-paden leiden uiteindelijk naar het oosten of is het een soort buurt vrij voor homo's dat als ze op dat zebra-pad staan dan mag je niet spuren ja of dan mag je gewoon gelijk erin
395699	399303	Als ze homoseks hadden gehad op het zebra pad, dat had wel een leuke filmpje geweest.
399323	402186	Ja, nee, maar dat zou wel mooi zijn, want waarschijnlijk word je er dan afgehaald.
402206	406170	Dus dan leg je wel een homozebra pad neer voor de acceptatie.
406210	409974	En dan gaan ze daar ook daadwerkelijk zitten kont naaien en dan mag het dan allemaal winnen.
409994	411256	Snap je de hypocrisie daar?
411276	413478	Daar word ik gewoon een beetje moe van.
413498	414379	Drie reten.
414399	416601	Godverdomme, daar zat er trouwens een plant tussen ons in.
416621	417682	Dat is onze nieuwe plant.
417742	418583	Ja, flikker rond.
418603	420265	Oh ja, wacht, wat heb ik inderdaad daar gezegd.
420285	422027	Ik kan jou niet eens meer zien.
423475	433907	oh nee dus als je dus zo'n filmpje dan in scène zet, zo'n feel good, hé leuk, kijk mensen eens creatief doen met hun omgeving film dan niet VVS, twee reten
434647	464653	ik zeg twaalf oh nee ik ga voor acht als je dit als stil naar een vrouw toe stuurt en je zegt al deze mannen in die auto past dat zegt de vrouw natuurlijk nee want die hebben geen ruimtelijk inzicht wij zien meteen, tuurlijk past dat gitaar en accordion erbij geen probleem zonder moeite stel je voor dat een vrouw deze auto had moeten besturen
464633	485182	ze liggen echt helemaal op elkaar en in elkaar en tussen elkaar door en zo en lichaamsdelen tegen elkaar ik hoor dat je dat heel enthousiast vond ja, nee goede techniek gewoon, letterlijk van die auto vier reten ik hoop ook echt dat ze alle 17 pedo zijn want dan is dit echt de meest lugubere kindersurprise ooit was dat grappig?
485203	485743	was dat oké?
485823	488087	was een beetje vergezocht he?
488127	493915	vier reten ik heb het doorgehaald, het was helemaal lekker jij was een fantastische naam
494485	523412	maar hij zegt helemaal niks leuks maar dit filmpje laat wel zien dat zware dementie niet betekent dat je meteen zelf geen lol meer kan hebben met die bejaarden nee ja het is natuurlijk leuk dat dit soort bijna lijken nog genieten van hun leven op zich nou of dat hun familieleden een manier hebben gevonden om het aangenaam te maken dat zou wel grappig zijn geweest als die hele wat genomen dan had gezegd oh ja ik heb vroeger twee joden verraden
524506	544810	schandalig
545650	569430	een, reet, er was een fantastische avond nee maar is toch wel lachen dit, is toch wel leuk, is toch wel leuk om te lachen vrolijk, doe niks kwaad, is toch wel gezellig jongens twee reten every time I flush them down that toilet they magically reappear back in my pocket if you let go of me I prove it we're going in
570760	586238	Ik vind het wel, ja sorry, dit grapje is zo flauw, weet je wat ze hier achter zouden moeten plakken.
586258	589923	Er is net ook door de regie gezegd dat we iets leuker moeten reageren, we zijn te negatief.
589943	590964	Goed geacteerd ook.
590984	595589	Het is niet Monty Python, maar het is een beetje als een vrouwenvoetbal kijkt.
595609	598793	Weet je wel, het is niet top notch, maar het is wel...
598992	600534	kan wel sympathie voor hebben.
605819	608362	Stel je ook voor dat je dit gewoon niet had gedaan.
608382	609743	Dat ze dit gewoon niet hadden gedaan.
609763	611165	Dat had toch jammer geweest?
611205	613627	Het topcomment hier is dus een echte poets.
613647	614508	Maar dit is geen poets.
614528	616230	Een poets is een leuke prank.
616250	617812	Weet je, iets waar iedereen om kan lachen.
617832	618773	Ter koste van jezelf.
618793	622997	Ter koste van jezelf, of in ieder geval niet ter koste van je slachtoffer, maar of op een hele sympathieke manier.
623017	625720	Niet zoals doorgaans pranks, pranks altijd nul reten.
625740	628763	Poets is gewoon een intelligente prank.
628743	649418	dit is geen poets, dit is een mop het is vooral gewoon fijn dat mensen als ze dit idee bedenken dat dan ook echt nog uit gaan voeren en dan ook nog op internet zetten daar ben ik zo blij mee vier reten er zijn ook mensen die dit leuk vinden en die mensen respecteer ik drie reten
652469	659104	gezien de status van openbaar vervoer in Nederland vind ik dit een hele normale manier om meningsverschillen op te los uit te praten
659692	683792	een beetje spugen, een beetje schoppen, een beetje haren trekken ik spauw gauw in je bek, jij reageert en dan word ik volgens mij heel boos dat jij mij geslagen hebt en dan heb ik dus een reden om jou totaal de vernieling in te schoppen die ander snikt er nu achter langs, kijk die gaat hier kijken, kijken, kijken, ja daar zit een gaatje
685477	704177	goh wie had verwacht dat ze in de tram een ruzie zouden krijgen met elkaar het is normaal een plek met allerlei fijne leuke mensen waar je gewoon gezellig een gesprekje mee aan kunt knopen totdat je op je bestemming aankomt vier reten voor het reizen met de tram
706132	733860	als de leraar vraagt om je fucking telefoon met oorddopjes even weg te doen dan luister je daar gewoon naar nu wordt hij dus super boos omdat de leraar gewoon ingrijpt op z'n voren, op z'n bovenhoofd zeg maar en waarom gaat die dikker nou ook weer zeg maar ervoor staan weet je wat het is ook als je dan zeg maar van het body shaming af wil gaat dan ook niet midden ervoor staan ik doe, zet dan van ja ik ben al wel 100 kilo maar jij kan hier ook tussen gaan staan
733840	745567	die blauwe, in dat blauwe shirtje, dat is wel de helter, want die N die houdt hem weg, die legt hem in de chokehold en vervolgens gaat hij met die rode trui, die slaat hem nog op zijn mijl, maar dan zegt die blauwe, nee, nee, chill, chill, niet doen, niet doen.
745587	746790	De Schindler, zeg maar.
746850	748674	Ja, de VN.
748714	750338	Topfan, vijf reten.
750378	751360	Absoluut vijf reten.
753567	775423	oh meisjes nee dit is verkrachting dit is een aanranding ja nee hier gaan we niks over zeggen dit is verkrachting dit is een aanranding als een vluchteling dit doet dan moet de hele duitsland op lockdown en hij doet het en ha ha ha ha leuk nul reten voor vrouwen verkrachten nul reten voor verkrachten van vrouwen zoals gargan hier al een keer zei rape is not okay ja het is ook wel schattig ja nee verkrachting is niet schattig jongens oh hij kust haar wakker
776737	803183	dan is het hele sympathieke verkrachting het is gewoon de verlepte roten aangelopen bezopen prins in een bierschuur verhaal dit is veruit de meest sympathieke verkrachting van een slapend meisje dat ik ooit heb gezien één reet je hebt er wat gezien reageer dus, want jullie zien natuurlijk niet veel van de werkelijkheid maar dit is niet de manier hoe je een vrouw versierd drie reten
804327	811498	Kahlo Papito zegt, lekker jurkje hoor Marleen, punt, coma, drie.
811518	812279	Punt, coma, drie?
812319	812760	Ja, ik weet niet.
812780	814423	Dat is een smiley, maar ik weet niet waar het verstaat.
814463	817908	Is er ooit een topcomment geweest met, hey, leuk shirt heb je aan René?
817968	818790	Nee.
818830	819491	Dat hoeft ook niet.
819651	824458	FYP schrijft, ik kan er niet tegen dat de reageurdersronde nu de autistenronde genoemd is.
824518	827603	Het is altijd de reageurdersronde geweest en dat moet ook zo blijven.
827623	828765	Dat ben ik zo gewend.
830045	856035	maar dan vind ik dat iemand anders een veel beter idee heeft namelijk Giff Likker en die schrijft beste heer van leven ik heb als autist een suggestie voor de autistenronde zoals er waarschijnlijk weet worden samengestelde woorden in het Nederlands aan elkaar geschreven zo ook het woord autistenronde wel nu aangezien het woord autistenronde in de aankondiging van deze autistenronde op twee regels wordt geschreven zou ik willen verzoeken om een koppelteken in dit geval in de functie van een afbraakteken achter autisten te plaatsen dan zit er dit ziet er dan
856015	856716	Fuck!
856736	863766	Dit zou er dan als volgt uitzien autisten streepje ronde bij voorbaak dank namens alle taalpuristische autistische reageurders.
863786	865689	Nou dat is toch een genoegen wat we zo wel kunnen doen.
866830	868072	Ik heb niet, ik ben afgehakt.
868112	869454	Ja, maar ja.
869474	873720	Bram van Ojack is er ook bij en die zegt Van Leeuwen ga eens uit beeld en Melissa trek je broek uit.
876248	901834	het zou grappig zijn als je dat nu ook zegt van Leo ga eens uit beeld en kwip trek je broek uit maar nee ik ga stukschrijfd wat gaat er bij dumpert reten 100 gebeuren ik verwacht een spektakel ja leuk heb ik er zin in gaan we er iets moois van maken ja ik wil op zich wel de arena ofzo ja zoiets ik wil er best wel een spektakel van maken maar hoe groot is de kans dat dat er ook echt mensen uit hun rukbunker gaan komen het is toch ook grappig als wij in een hele lege arena zitten het zou een soort van dumpert festival worden
901814	922776	Ah oké, we hebben muziek, we eten bier, gewoon een dumper dag Ik ben wel een beetje klaar met die lichte homoerotische spanning Ik vind het wel een grap van een paar weken
923583	925024	van een paar weken geleden zeg maar.
925044	926606	Ik ben niet zo zenuwachtig als je naar me kijkt dan.
926626	930009	Nee, maar ik vind nu tijd voor het echte werk.
931491	940840	Nietus wint altijd en die schrijft uit onderzoektelezenopnieuw.nl blijkt dat als je te vaak en te veel met je laptop op schoot zit, dit schadelen kan zijn voor je zaad.
940880	947307	In dit geval de combinatie van met je benen over elkaar doet dat je teelvocht ongetwijfeld weinig goed.
947367	950350	Bij deze mijn advies er zo spoedelig mee
951038	954832	en zo spoedelig mogelijk ermee te kappen.
954852	955815	Hij zei spoedelig.
955835	960171	Maar anyway, hij maakt wel een overtuigend punt.
960320	966547	Ja, nee, onderzoeken heeft ook uitgewezen dat mensen die zich baseren op onderzoek van nu.nl meestal heel ver komen in het leven.
966607	971192	Mac Schafnon schrijft, dit is een lang verhaal jongens, hou je vast.
971212	974235	Een lange tijd vond ik zowel Marleen als Melissa geen reet aan.
974275	980242	Marleen was er bij de hand en neigde zelfs een aandachthoer à la Gwen te worden, die graag one of the guys wilde zijn.
980282	985568	Later begon ze zich steeds beter aan te passen, deed ze gewoon lekker normaal en was ze bij vlagen zelfs grappig.
985548	987410	Met Melissa had ik aanvankelijk helemaal niet.
987430	994098	Ze heeft niet de seksappeal van Marleen en ze klinkt alsof ze ieder moment van de dag gevoed wordt met ziekenhuisslangetjes.
994138	994799	Nou komt het.
994839	996501	Ik volg beide dames op Snapchat.
996541	1001627	Ik installeerde het ooit om naar nakende vrouwen te kunnen kijken en ik moet zeggen dat Melissa best wel leuk is.
1001647	1006052	Ze heeft zelfs pot, is spontaan en heel af en toe zorgt ze ervoor dat er iets in mijn broek groeit.
1006072	1010037	Marleen is nu een beetje meh, waarschijnlijk omdat ze een vriend heeft en alleen
1010860	1014571	Waarschijnlijk omdat ze een vriend heeft en omdat ze alleen maar aan het sporten is.
1014611	1018542	Dus, medere reguurders... Tja, ik weet eigenlijk ook niet waarom ik dit allemaal vertel.
1018562	1020347	Hoe dan ook, plus één voor Melissa.
1022909	1025213	Hij had het gewoon bij die laatste zin kunnen houden, toch?
1025273	1030201	Maar als ik een vrouw was, bijvoorbeeld Malene of Melissa, zou ik dit soort comments echt wel freaky vinden.
1030241	1031883	Nou, ik zou er vooral geen fuck om geven.
1031903	1038174	Flexo111 schrijft Dumpert wanneer gaan jullie reageurders, lesautisten, eens aan de vrouw brengen in een dumpert reten datingshow?
1038194	1040117	Deze autist wil zich graag aanmelden.
1040157	1045946	Ik ben 26 jaar, ondernemer, heb nog nooit een vriendin gehad, autistisch en kon niet van mijn zolderkamer af.
1046006	1048410	Ik wil ook weer eens gewoon plausibel gevonden worden.
1048390	1053631	Zo grappig dat, zeg maar, tot ondernemer, denk je, oh ja, dat wordt wel, dat is wel een catch.
1053671	1056302	En daarna stort het een beetje in elkaar.
1056342	1058772	Nee, laten we dan gewoon beginnen met tip 1.
1059342	1078988	weet je wel, kijk, dat je iets bent, bijvoorbeeld lelijk, of autist, of gewoon niet aardig, of gewoon echt een lul in het algemeen nooit naar buiten gaat, weet je wel, dat kan wel zo zijn en dat moet weg, alleen dat moet je niet gelijk vertellen en snap je, als je een chick wil scoren dan zeg je, ik ben 26, ik ben ondernemer en daar hou je dan op
1080824	1081485	toch?
1081505	1082967	Ja, maar een dumpert dating?
1082987	1087034	Ik denk dat we geen beeldnemers krijgen op deze naren.
1087074	1098833	Maar laat even weten, als jij denkt dat dumpert dating dat iets is waar jij aan zou meewerken, dus met je kop in beeld en dat wij gaan zorgen dat je, dat we vrouwen voor je regelen, al dan niet ingehuurd van een castingbureau.
1098813	1100055	laat het effe weten.
1100075	1101498	Ja, want dat is nog het grootste probleem hè?
1101518	1102319	Hoe kom je aan die vrouwen?
1102339	1103381	Hoe kom je aan die vrouwen?
1103421	1106346	Ja, dat je naar de dame, ga je op straat van ja, ik ga een show beginnen.
1106366	1106626	Ja, wat dan?
1106646	1109732	Ja, reageerde, date met reageerder.
1109772	1112376	Ik liet dat vrouwen dan zeggen van ja, vloes!
1112396	1115561	Anathidaifobia.
1115642	1116884	Anathideifobia.
1116904	1117925	Wat the fuck is dat?
1117986	1121632	Anathideifobia, dus er is een angst voor iets, voor anathidaï.
1121652	1122373	Ja, nee.
1125661	1133612	anetivitering, dinges wordt gedefinieerd als een doordringende irrationele angst dat men in de gaten wordt gehouden door een eend
1134875	1136758	Hoezo is dat ineens een irrationele angst?
1136778	1137559	Ja.
1137579	1139282	Lijkt me een vrij rationele angst.
1139302	1140624	Nog een tonquister.
1140644	1146432	De kauwgomkauwende, kromme, kleine, kalen, knap, geknipte, knapper, kapper, knipt knap.
1146452	1151861	Maar de knecht van de kauwgomkauwende, kromme, kleine, kale, knap, geknipte, knappe knapper.
1151901	1152622	Kut.
1152662	1153924	Kapper.
1154004	1155786	Is dat de kut erin of niet?
1155827	1155947	Nee.
1155967	1157028	Want u past er wel in.
1157068	1157890	Ik ben er bij jou.
1159192	1164139	Knipt knapper dan de kauwgomkauwende, kromme, kleine, kale, knap, geknipte, knappe knapper kniepen kan.
1164878	1171035	er staat kniepen maar dat stond geen kut matige uitvoering zullen we nu weer filmpjes gaan kijken?
1171055	1171598	ja
1175695	1178799	Broer, je moet niet denken dat je stoer bent, G. Zie je deze konoe?
1178819	1181043	Deze konoe ga ik in je kankermoeder steken.
1181063	1182204	Ja, door je kankerkeel, ja.
1182244	1183686	Hoezo in de moeder?
1183706	1185269	Durft hij niet tegen die gasten zelf?
1185289	1190997	Het is ook wel grappig dat je denkt dat je heel stoer bent in je leenbakker, afprijs, tuinset en die verlepte intratuinplantjes.
1191057	1192979	Gewoon in de achtertuin van je ouders.
