start	end	text
10105	11668	Kan-ie?
11688	13731	Welkom bij Dumpertreten75, we hebben er weer zin in.
13751	15934	Vandaag hebben we geen gast, we zijn gewoon met Van Leon en Quid.
15974	18599	Leuk, filmpjes kijken, go!
18619	19680	Zullen we hem nog een keer doen?
19700	20462	Voor de zekerheid?
20502	20942	Nick.
20983	24448	Ik zeg dat hij... Ik heb er alle vertrouwen in, maar toch ook weer niet.
24468	25149	Nee, ik ook niet.
25169	26772	Doe hem nog maar een keer.
26792	28555	Nee, doe het dan maar lekker zelf.
28615	33623	Welkom!
33683	34965	Aanouden gevist door een kat.
42286	48448	ik snap het punt, esthetisch ik snap het punt, ik moet denk nog een paar slow mo herhalings zien
52360	77541	maar even eerlijk dit zijn wel echt hele mooie billen en ook eerlijk het is ook wel echt een mooie poes het is een hele mooie poes deze lijkt wel een beetje op mijn poes als je zo blauw in je anus krijgt dat is niet fijn ja want hij zit er hier echt wel bijna in hoor hij zit daar gewoon bijna in de hoe heet dat dat stuk tussen je vagina en je
78196	107899	ik vond het echt perfecte video cinematografisch, esthetisch, de kleurverhouding, de ratio, de katten en alles erop en aan perfect, behalve dat kut knipoog smiley aan het eind bij subscribe dat was echt kut daar haak ik gewoon weer af dat vapt niet lekker twee reten katten, dikke billen gewoon meer internetpunten kan je denk ik niet scoren vier reten
109752	111596	Godverdamme!
111616	115043	Nee!
115103	122780	Ja, ik altijd met mijn beide handen opmerkingen over vrouwen in het verkeer krijg ik dit.
122800	122880	Nee!
122900	123381	Nee!
123401	125084	Maar het is anekdotisch bewijs, hè?
125104	128692	Dat één zo'n gast niet kan rijden betekent niet meteen dat alle vrouwen wel kunnen rijden.
128712	129634	Nee, dat is waar.
130998	146954	dit is wel echt ultieme materialisme dus want die man die is helemaal in de war van de schade die zelf gemaakt heeft maar heeft nog niet eens gecheckt hoe het met die gast is die die keihard van achteraan heeft gereden heb jij ooit wel zo hard nee moeten roepen om iets?
148376	157225	dank je Nick ik wou zeggen nee want ik ben niet katholiek opgevoed maar ja hij gaat dwars door mijn grap heen jammer
158285	161431	Zo klinkt een gemiddelde tokkie als je over Zwarte Piet begint.
161471	162854	Ja.
162874	162954	Nee!
162974	166541	Dat is het geluid dat reageurders maken als dumpert reten weer een half uurtje later online komt.
166561	167182	Ja, precies.
167222	168043	Nee!
168063	172432	Een filmpje waarin niet zo heel veel bijzonders gebeurt, maar wederom gered wordt door de filmer.
172712	173954	De dashcam-filmer.
173975	174636	Vier reten.
174676	178263	Ik word altijd wel een beetje hitsig van mannen die heel hard nee roepen.
178323	179044	Drie reten.
184627	197603	dit is de afsprong die je ongeveer ook moet maken als je Halina Rijn wil, snap je?
197623	213722	ja ik vind het altijd wel lastig, dit soort filmpjes te reten, je kan er zo weinig over zeggen laten we dat dan zeggen, zeg dat dan ik vind het wel lastig, dit soort filmpjes reten dat zei je net de godverdomme ook al het is dus een repost, het is een VVS het is wel grappig, maar hij mist net die buis
213905	214646	reten.
214706	217029	Gewoon mensen die nog iets maken met een knuisten.
217049	219613	Weet je wel, er gaat er gewoon af en toe iets mis, dat geeft niks.
219653	220895	Gewoon met je knuisten.
220955	231489	Vier reten voor knuisten.
231509	234814	Ik moet zeggen, er kan er wat meer enthousiasme in.
234834	237938	Ze maakt de bewegingen niet helemaal af.
245073	249503	Hoe zou papa dit hebben uitgelegd thuis aan tafel tegen moeders?
249643	253572	Heb je nog gefilmd hoe Julian aan het dans was?
255676	260788	Ja... Dit kan toch eigenlijk niet?
260808	262812	Dit is toch gewoon zwaar seksistisch?
266302	271088	het moet toch opvallen dat er iemand achter haar staat hij beweegt die camera toch ook of niet?
271108	290672	ik bedoel die camera staat niet op een statief nee en er zitten waarschijnlijk nog heel veel andere ouders achter hem en die zien toch gewoon op zijn schermpje wat hij aan het filmen is ik vind het een schande dat vrouwen nog steeds op deze manier in de media een beeld worden gebracht maar het was wel een lekkere kont vier reten dikke billen, vijf reten
293183	299072	je hebt me aan het bloeden gemaakt je hebt serieus een spaar rood flesje je maakt een splash spaar blauw open en je hebt nu bloed?
299112	321165	nee, jij gooide dat blauw en nou ben ik zwaar gewond ja maar dit is gewoon nep onderschat niet de achterlijkheid van amerika wie zegt allemaal dat dit nep is?
322107	343499	noem me naïef, dat mag best, maar ik heb geloof in de echtheid van dit filmpje ik heb vertrouwen nog in de mensheid dat ik niet bedot word ze komen terecht, het wordt gewoon een tijd dat er vaker clowns worden afgeknald ik vind dat dit ook in Nederland gegaan zou moeten zijn wapen zijn verboden behalve als je je aanschafd om clowns mee dood te schieten en Bassie dan?
343519	346343	ja, Bassie is al een soort van technisch dood
347521	350645	Ik hou van filmpjes die overduidelijk echt zijn, vind ik mooi.
350705	352807	Vijf reten, een dood aan alle clowns.
352827	355491	Nep, hartstikke fucking nep en ik haat neppe shit.
355531	364401	Nep, nep, nep, nep, nep, fuck nep, één reet.
