start	end	text
15455	16917	Dumpert reten, vijf, vijftig.
16997	26930	Ik ben niet alleen, maar René is een mietje.
26970	35041	We zijn vandaag in het Westland, in schave fucking zanden.
35422	43132	Je moet dus de tieten van een vrouw gebruiken als gootje om je bier te drinken.
43152	43993	Nice.
45374	49221	Volgens mij gaat er ook heel veel bier verloren op deze manier.
49241	53169	Dat boeit echt niet.
53209	58358	Ik hoop dat dit net zo'n grote hype wordt als de dumpert anthem door je schoolintercom heen blazen.
58378	58899	Drie reten.
59781	61404	Stuur alle filmpjes naar ons.
61524	64309	Vijf reten.
64349	68918	Goede tv dit jongens.
70906	81136	Het is wel een voordeel dat hij zijn schaam maar in ieder geval niet meer kan verbranden Nee Want zoals we allemaal weten, Aziaten hebben totaal geen lichaamshaar Is het echt zo?
81156	98533	Je ballen in de fik, op zijn ballen trappen, gewoon dubbel jackpot Stoer willen doen en dat dan je vriend je ballen moet slaan, om het vuur uit te maken Vier reten Die gasten dat wit is, heel boos en die bestuurder die pakt een gun om hem neer te schieten
101872	130258	ik mis wel een beetje de context dit filmpje heeft geen context nodig gewoon op slippers een auto mollen vier reten oh de kanoen oh hij is gek ik zit dus te wachten tot iemand zoiets aan het filmen is en dan al de rating geeft weer een filmpje dat wordt gered want het is fucking saai tot nu toe door een goed lachen
133613	134534	Ja, nee, ja.
134614	136155	Er loopt water in de bus.
136175	139558	Wat je verwacht als je het filmpje van de buitenkant ziet, gebeurt ook aan de binnenkant.
139578	140860	Er loopt dus water in de bus.
140900	142661	Alles in die bus gaat nou toch meuren, of niet?
142681	144203	Het is een stadsbus in Arnhem, hè.
144223	148266	Je kan er niet heel veel meer kwaad aan doen dan het feit dat het al een stadsbus in Arnhem is.
148286	151650	In Arnhem wonen echt alleen maar mensen die crack gebruikten.
151670	155513	Het was een vrouw achter de stuur, dus waarschijnlijk had ze niet eens door dat ze door die plas reed.
155533	159257	Drie reten.
159297	163080	Hij geeft voorrang, hij zegt ga jij nou eerst, nee ga jij nou eerst, nee ga jij nou eerst.
163668	181423	maar hij is het zelf, hij staat voor een spiegel nog twintig seconden, nog twintig seconden om het filmpje boeiend te maken kom op het is beter geweest als de ruzie had gekregen met een spiegelbeeld zoiets en dan vechten ik mis bloed
182247	201133	ik heb dit ook een keer gehad er staat op de nieuwe binnenweg een zilverachtige man standbeeld en ik was er voor de volle honderd procent van overtuigd dat een zwerver was voor zeker vijf minuten ik had een paar biertjes op vvs er gebeurt niks niet scherp twee reten
201603	212396	Waarom pak je dan iemand beter als je elkaar duidelijk niet wil vasthouden?
212516	225733	Eén, twee, drie Of ze stonden tien seconden daarvoor echt zo van oké we gaan nu tongen en het liep ineens verschrikkelijk uit de hand Hij was zijn sleutels kwijt, zij wou niet helpen zoeken, dat is eigenlijk wat er gebeurde.
225753	230158	Eh, gaan we sigaroom...
232484	235768	Mannen die een das dragen verdienen ook gewoon om gewurgd te worden.
235848	237450	Vier reten voor die chick.
237470	238271	Ik ga pissen.
238371	241976	Ik sta straks gewoon in Rene zijn oor te zeiken.
241996	245360	Zo zou quitter uitzien als hij zijn haar zou laten groeien.
245400	247643	Moedig man, laat het hem doen.
247663	248624	What the fuck?
248644	250026	Even zeggen dat het zijn broer is.
250066	259137	Ja, als je nou nog niet snapt dat dit zijn broer is, dan ben je echt fucking stoepig.
259177	259858	Superdik.
263197	265901	Ik denk dat het de mooiste reclamespot is ooit.
265941	267143	Voor die vitaminewater?
267183	267623	Ja.
267663	273031	Ik wil heel graag vitaminewater nu.
273071	275114	Ik wil vitaminewater.
275154	276215	Dikke billen.
276255	278879	Vijf reten.
278919	280421	Goede gooi-techniek.
280581	285288	Vijf reten.
285308	286470	Wat de fuck?
286490	286830	Doe echt normaal.
286850	287772	Hey!
287792	289173	Nou ja, dat was het filmpje.
289194	290295	Dat was het gewoon, ja.
290375	290976	Vijf reten.
291395	301708	drie-negen-tig, drieën-negen-tig, pkj-zeven, pkj-zeven, open, rijschool-overvecht, open, rijschool-overvecht, weer het, weer het, ja
304017	324068	ik vind dit een heel zorgwekkend filmpje over de generatie die na ons komt René ik wist het, ik wist het, ik wist het dit is hoe Hitler nazi-duitsland geld kon maken door dit soort volgzaam gedrag want je hoort hem zeggen ik wist het, ik wist het doe het dan niet of zeg ik haal baas niet, godverde, godver pranks altijd nul reten
328199	333130	Het topreguisse van Ettore gaat Kwebbelkop, puntje, puntje, puntje.
333170	333671	Moet dat?
333711	335895	Vraagteken plus bijna 4000.
335956	336918	Niks moet op zich.
336938	338100	Maar we vonden het wel leuk.
338140	339744	En ik vond het best wel een leuk idee.
