start	end	text
115	2158	Ik ben Safira.
2178	4842	Welkom bij Dumpert reten.
4862	6184	Welkom bij Dumpert reten.
6224	7646	Internetfilmpjes komen hier voorbij.
7686	8968	Wij gaan ze reten geven.
9048	11792	Een reet, twee reet, drie reet, vier reet, vijf reet.
11832	15097	Soms zelfs zes reten.
15117	17941	Gimme kiss, gimme kiss.
17961	19804	Jezus, wat zoetzappig zeg.
19844	24711	Ja hè.
24771	28517	Ik ging ervan uit dat dat beest in de bek zou bijten ofzo.
28537	29498	Dat lijkt me leuk.
30068	56008	schattig, oh wat schattig, drie reten de dumpert reet de handshake, g2 juist allemaal bikkels, vijf reten zo, dan breek je je enkels hè?
56028	57831	ja, en daarom moet je nou je tenen harschen
59920	62223	Ik vind het ouderwetse internethumor.
62303	67570	Vier reten.
67590	69893	Kijk hoe blij die motherfucker is ook hè.
69953	70714	Geweldig.
70734	76041	Ik vind het wel een beetje een Maxiem Hartman dingetje dit.
76061	77764	Daardoor krijgt het min één.
77784	79526	En dan houdt hij er nog twee reten over.
79566	80087	Drie reten.
80107	83832	Als je staat bent om dit soort dingen te bouwen, dan overleef je de apocalypse.
83852	84072	Vijf reten.
84777	93404	Wie is idee was het om achter dat bord te gaan staan, maar amateur's met een buil werpen?
95947	98068	Je onderschat natuurlijk hoe sterk jezelf bent.
98088	99830	Dat heb ik zelf ook heel vaak.
100350	105375	Als je daar gaat staan, dan vraag je gewoon om een buil tegen je hoofd.
105395	105575	Eén reet.
105595	106616	Zit er geen geluid bij?
106636	106936	Nee.
106976	108317	Dit soort filmpjes werken niet zonder geluid.
108337	108798	Dat kunnen we oplossen.
108818	113822	Brrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
114950	117212	Geen geluid, twee reten.
118373	120235	Een onbrekbaar hoesje.
120876	127682	Testen.
127702	128863	Ik vind het zo sneu.
128923	134529	Die gasten hele wereld stort in.
134549	136351	Arme jongen, wil je dat hoofd naar kijken?
137211	139434	Het leven is keihard en deze jongen leert dat.
139454	140294	Daar ben ik blij om.
140314	141936	Ik vind dat jongetje zo zielig.
142186	145069	dat die voor mij vijf reten krijgt, gewoon om het goed te maken.
145109	156781	Levenslessen, altijd zes reten.
156802	158724	Zit dansjes, dan kan ik het ook.
158784	160405	En doe je kougelmuiten als je optreedt.
164810	167433	Aandachtsoer, zes reten.
167493	171417	Ik vind dit epilepsie awareness dansje vier reten waard.
172257	198450	fuck weer geen geluid, tyfus echt een bazin, gewoon twee van die gasten die iets stelen met pepper spray gewoon weer terug echt ze gebruikt die pepper spray ook echt als een haarlak als ik voor vier euro in de k-market zou staan of vier dollar dan en er komen twee boeven in me dan zeg ik is goed joh neem alles lekker mee ja ik ga toch niet 5 meer ballen dan ik dan René en ik zijn het voor het eerst volledig met elkaar eens dit wijf is top 5 reten
199308	201172	Oh, he's still in cheese!
201192	208385	He's still in cheese!
208405	211972	Bro, what the fuck is wrong with you, bro?
211992	214156	Man, klassieke geprank.
214317	217944	Vier reten.
218004	218525	Pat!
218545	220368	Ook het bord kapot, hè?
220448	222312	Oh, het is een mooie pak.
225548	235830	Ik vond dit zieliger, sneuwer dan dat jongetje met die telefoonhoes Wij lachen om een man die zijn pizza laat vallen, maar denk je dan ook aan de kinderen van Afrika?
235850	236231	Nee.
236271	237474	Omdat hij zo knap is daarom.
237534	238697	Vier reten.
238717	241382	Word je veel de vrouwen aangesproken op straat?
241402	242144	Nee.
242224	243046	Ik kijk ook wel eens.
243066	243507	Dat knip.
247975	272751	dit zijn Westlanders jongens, gezellig volk, muziekstation ik vond ze er al zo goed gekleed, intelligent en welbespraakt uitzien ik heb ook ongeveer zo'n gelijst systeem in mijn fortka ontzettende kut muziek, Westland moet dood, twee reten
275144	295853	wat een kutstrek heerlijk of hij probeert hem gewoon echt te helpen en hij is gewoon niet helemaal goed nee hij loopt niet voor niks achter het muurtje of hij is ladder zat oké next
308320	310905	reten.
310925	323127	Oeh, nou moet ik zeggen dat het inderdaad heel mannelijk ruikt René.
323167	325572	Als dit je vader was dan zou je je toch gewoon dood schamen.
325592	327375	Je zou je dieven schamen ja.
329296	334084	Kan die bollengek niet gewoon lekker in dat pauperhuis van hem gaan zitten huilen en gewoon ons met rust laten?
334124	338531	Het enige talent wat hij heeft gehad ooit is geboren worden uit de kut van Beatrix.
338731	343258	Dat is zijn enige talent.
343278	345161	Goed, dat was mijn impressie van Willem-Alexander.
345261	345762	Eén reet.
345782	347084	Weg met het koningshuis.
347164	348206	Leve de republiek.
348266	350370	Alles wat René zegt.
351752	354196	Vijf reten.
354436	355658	Slette, slette.
356414	358480	Waarom doen ze die stier zo fucking langzaam?
358520	364538	Ik verwacht op z'n minst dat er één dood ging, dat ze er af zouden vallen, dat er kleren uitgingen, dat er olie in het spel kwam.
364578	367908	Helemaal niks van het alles, duurt wel tweeënhalf minuut.
367928	368791	Eén reet.
368811	369613	Dat was het alweer!
