start	end	text
1837	29363	dit is dumpert reten in HD doe gezellig allemaal mee dit is dumpert HD checka yes als het nog een keer gebeurt wordt de wedstrijd gestart zijn we deze prijs kwijt en toen werd het 5-1 voor Zolle kappen met deze shit Van der Sar is ook niet echt een grote redenaar van wel een goede keeper met deze onzin
30473	37986	schieten wij helemaal niks om waarom doet de boer het zelf niet?
38006	55637	en dan gaat het hele stadion, gaat dan natuurlijk vier reten voor Van Sar is gewoon een goede keeper en daarom krijgt hij twee reten want zijn hoofd gaat onafhankelijk hè ja en zijn benen ook nog in een ander tempo
57524	58967	Hij kan drie dingen tegelijk.
59007	61652	De maximale score voor Pecsvolle en Ronjans.
61692	62433	Vijf reten.
62473	63615	Ken je dat?
63675	65479	De ene rondje drie, de andere kloppen.
65519	66901	Waarom zei je dat niet?
67041	67643	Jij kan dat ook niet.
67663	81608	Jij gaat kloppen op je dingetje.
84389	88794	Dit is dus gewoon een goede corrigerende actie van het publiek.
88814	90296	Dit zou dus in het voetbal ook moeten doen.
90356	94521	Ik geef dit geweldige filmpje vier reten.
94561	97605	Ik ben de laatste tijd helemaal gek van keramiek.
97625	98426	Voor een hombklei.
98446	101129	Dan gaat-ie zo draaien, maak je je handen goed nat.
101149	104233	Maar als je je duim erin duwt, dan krijg je een holte.
104253	108158	Dat is echt heel leuk.
108178	109339	Heb je nog geen hobby?
109399	111021	Denk ook eens een keer aan potten bakken.
113127	139658	Niemand wil meer in zo'n kutsnakebouw werken, behalve de Chinezen Misschien dat ze ook wel eens klaar zijn met die loopia's Dat lijkt wel alsof jij alleen maar voor de effecten gaat Ik ga nu het filmpje van Lenné leten Je zit al twee keer te geven als ik zit hier te lullen Fucking belediging
141562	144325	minder slapgelul, vooral van die kale.
144345	145907	Goed punt, mister president.
145987	147168	Ik laat me niet meer uitlokken.
147248	149831	Chef, koektrommel, er moeten meer reten.
149871	151293	Dat snap ik wel.
151313	162405	Nu komen er reten.
162445	164447	Ik wil afgezeken worden door Rambo.
167465	190350	ik blijf het toch bekijken, maar man, man, man, iedere keer verlies ik weer een paar hersencellen en ik word bestolen van mijn tijd word met dt allemaal janken, janken, janken en dan krijgen ze misschien twee, drie, vijf seconden seconds of fame dan zitten ze met z'n tijven en dan zitten ze zo, dan zitten ze ah, ik wil zo graag in de show doe nou eens een beetje leuke, grappige comment, doe nou eens je best
203257	232774	hij denkt van ik laat dat karretje rollen en dan ren ik er daarna heel hard achteraan en dan denkt iedereen weer van zie je alles is nep dit is dus eigenlijk geen held maar een moordlustige vader die zijn kinderen haat nul reten
233463	244341	Nou ja, het is natuurlijk een beetje seksistisch om te zeggen dat vrouwen geen granaten kunnen gooien, maar... Als je een vrouw bent en je moet iets gooien, doe het dan onderhands.
244361	245102	Weet je wel?
245122	246584	Dan gooi je het in ieder geval nog de lucht in.
246604	252253	Ja, want als je zegt onderhands, dan gooi je ze maar achter zich.
252273	253095	Nou, dat kan wel.
253655	255859	Er zijn mensen die kunnen heel goed achterwaarts granaten gooien.
256767	283517	dit is gewoon ouderwets van maken en dan krijg je gewoon drie reten ik vind het een vrouwen onvriendelijk naar seksistisch vervelend filmpje vijf reten vijf reten knallen altijd goed vijf reten ik snap die man zijn punt niet je bent toch een homo of niet nou oké hij is een homo
286838	289904	Ik vind het vooral heel erg onorigineel om iemand voor homo uit te schelden.
289924	291366	Je bent toch een homo?
291427	293090	Verzin eens wat nieuws.
293130	300504	Oost-Nederland, min één reet.
300584	306575	Als wij zo naar achter staan hebben we nog een betere reet, ik zweer het.
306615	308779	Ik heb een betere reet dan die van Kate Upton.
309957	314502	Hey!
315023	320449	Godverdomme.
320469	322211	Maar de reet is echt slecht.
322231	323893	Wat een bagger, één reet.
323913	326135	Ik geef hier echt maar twee reten voor.
326195	329840	Puur omdat het paas is geweest.
329860	330600	Dit was het weer.
330680	331301	Dag dag!
331321	333323	Dit was Dumpert HD.
333344	333824	Doeg!
333884	336687	En Rottop uit onze bioscoopzaal.
336707	337508	Dag!
337528	338209	High five!
339505	340758	pottenbakken is ook leuk hoor
